Circuit Number,000,001,010,011,100,101,110,111
1,8080.0,52.0,40.0,1.0,17.0,,2.0,
2,59.0,8080.0,,35.0,,18.0,,
3,71.0,1.0,8039.0,66.0,,,15.0,
4,3.0,84.0,48.0,8031.0,,1.0,,25.0
5,73.0,1.0,,,7993.0,77.0,48.0,
6,1.0,82.0,,1.0,60.0,8013.0,,35.0
7,,,71.0,1.0,79.0,1.0,7969.0,71.0
8,,2.0,,53.0,1.0,107.0,43.0,7986.0
