Circuit Number,000,001,010,011,100,101,110,111
1,8111.0,33.0,26.0,,22.0,,,
2,49.0,8101.0,,17.0,,25.0,,
3,61.0,,8081.0,32.0,,,18.0,
4,,59.0,67.0,8061.0,,,,5.0
5,44.0,,,,8103.0,25.0,20.0,
6,,58.0,,,65.0,8046.0,,23.0
7,,,57.0,2.0,67.0,,8034.0,32.0
8,,,,68.0,,65.0,64.0,7995.0
