Circuit Number,000,001,010,011,100,101,110,111
1,8096.0,45.0,19.0,,32.0,,,
2,68.0,8078.0,,22.0,2.0,21.0,,1.0
3,53.0,1.0,8039.0,62.0,,,36.0,1.0
4,,50.0,79.0,8035.0,,,,28.0
5,74.0,,1.0,,8029.0,67.0,20.0,1.0
6,1.0,79.0,,,71.0,8023.0,1.0,17.0
7,1.0,,73.0,,43.0,,8011.0,64.0
8,,,,82.0,1.0,44.0,68.0,7997.0
